client_id,age,gender_cd,education_level,city_nm,monthly_income_amt,steam_popularity_score,category_name,good_price,count
5-14WXCY6CD,26.0,M,SCH,['Москва' 'Омск'],62000.0,39.5,Экшн,2969.55,2
5-14WZ5TM8A,39.0,M,['GRD' 'UGR'],['Красноярск' 'Санкт-Петербург'],74000.0,24.0,['Приключения' 'Симуляторы'],329.5,2
5-14WZDAOEE,20.0,M,UGR,Москва,26000.0,0.0,['Xbox подписка' 'Файтинги'],1814.0,2
5-14X3059Q3,27.0,F,GRD,Москва,50000.0,151.0,['Приключения' 'Ролевые (RPG)' 'Экшн'],406.43333333333334,3
5-14X39L6QZ,29.0,F,SCH,Санкт-Петербург,164618.0,0.0,Скидки,1199.0,1
5-14X6ICQ6R,21.0,M,UGR,Санкт-Петербург,123200.0,0.0,Ролевые (RPG),2799.3,1
5-14X8G9JHR,28.0,M,GRD,Екатеринбург,16254.0,0.0,Симуляторы,385.0,1
5-14XHO3JHT,28.0,M,GRD,Казань,303200.0,0.0,['Ролевые (RPG)' 'Стратегии'],286.19,5
5-14XNADPSB,38.0,M,GRD,Волгоград,98664.46666666666,188.73333333333332,Ролевые (RPG),788.4533333333333,15
5-14Y17T6CJ,39.0,M,UGR,Москва,313640.0,0.0,Стратегии,299.0,1
5-14YGNG57T,29.0,M,SCH,Самара,32000.0,65.0,['Симуляторы' 'Скидки' 'Стратегии'],1699.0,6
5-14YGWHHZH,24.0,M,GRD,Москва,158000.0,77.0,Экшн,989.1,1
5-14YLFCLAN,28.0,F,SCH,Ростов-на-Дону,110000.0,0.0,Экшн,389.0,1
5-14YNN5YNH,35.0,F,GRD,Москва,78329.0,1603.5,['Казуальные игры' 'Приключения'],301.75,4
5-14ZD5ISFH,30.0,M,GRD,Москва,134000.0,0.0,Инди,261.0,1
5-14ZP7FWCL,29.0,M,UGR,Москва,206000.0,0.0,Гонки,79.9,1
5-14ZXE9H0E,32.0,F,UGR,Москва,37926.0,0.0,Стратегии,360.0,1
5-1500EYIXZ,31.0,M,SCH,Москва,113256.5,0.0,['Приключения' 'Экшн'],509.3,2
5-1504ORPHG,25.0,M,UGR,Казань,32000.0,0.0,Экшн,759.6,1
5-1506VC4EX,30.0,F,GRD,Москва,232400.0,1159.0,['Инди' 'Симуляторы'],405.05,2
5-1507A3QAJ,26.0,M,UGR,['Казань' 'Москва'],170000.0,262.0,['Симуляторы' 'Экшн'],1543.65,2
5-1507T2DMR,36.0,M,UGR,Москва,98000.0,0.0,Инди,79.9,1
5-15094OMLP,24.0,M,SCH,Москва,86000.0,0.0,Шутеры,329.67,1
5-150F1HZ96,33.0,M,GRD,Казань,290000.0,0.0,['Инди' 'Казуальные игры'],129.25,2
5-150HL9CWE,36.0,M,SCH,Ростов-на-Дону,206000.0,0.0,Ролевые (RPG),3709.3,1
5-150HN2JFJ,25.0,M,UGR,Москва,59600.0,0.0,Экшн,38.5,1
5-150TJZYM8,29.0,M,UGR,Москва,134000.0,0.0,Экшн,1499.0,1
5-150YE1NZ1,33.0,M,GRD,Санкт-Петербург,86000.0,0.0,Экшн,12.99,1
5-1513EWT8T,32.0,M,GRD,Москва,65600.0,264.6,['Казуальные игры' 'Приключения' 'Скидки' 'Спорт' 'Экшн'],47.97,5
5-1513XUUWY,22.0,M,SCH,Москва,92000.0,4264.0,Стратегии,11.88,1
5-1516R248W,33.0,M,GRD,Санкт-Петербург,74000.0,581.6666666666666,Приключения,220.55166666666665,6
5-1517JKYFH,25.0,M,GRD,Екатеринбург,50000.0,3518.0,Экшн,372.0,1
5-151A73DXM,25.0,M,UGR,Москва,5600.0,174.66666666666666,['Xbox подписка' 'Инди' 'Шутеры'],1089.3833333333334,3
5-151DSD55K,38.0,M,SCH,Красноярск,23600.0,0.0,Экшн,5665.59,1
5-151EJS42B,29.0,M,GRD,Москва,457825.0,0.0,Ролевые (RPG),55.72,1
5-151UATJNH,34.0,M,GRD,Москва,402380.0,58.666666666666664,Инди,584.6333333333333,3
5-151W6V868,25.0,M,SCH,['Краснодар' 'Красноярск'],194940.5,3288.0,Приключения,141.125,2
5-15245X6C5,22.0,M,UGR,Москва,39800.0,149.0,Скидки,1249.5,1
5-152EWMBMX,31.0,F,GRD,Казань,62000.0,46.0,Ролевые (RPG),4478.88,1
5-152S1BJK1,18.0,M,GRD,Санкт-Петербург,114578.0,0.0,Инди,79.9,1
5-152ZGL6YO,29.0,M,UGR,Москва,122000.0,77.0,Стратегии,1099.0,1
5-15309OSZD,24.0,F,GRD,Москва,24488.0,0.0,Приключения,1249.0,1
5-1531K903U,22.0,M,GRD,Москва,95178.5,395.625,Экшн,714.1637499999999,8
5-1532MH9U5,24.0,M,UGR,Москва,200000.0,373.0,Экшн,1628.0,1
5-1536WV9X2,32.0,F,GRD,Казань,68000.0,1105.0,['Инди' 'Ролевые (RPG)' 'Скидки'],1667.8666666666668,3
5-153FK0FPG,27.0,M,SCH,Москва,110000.0,0.0,Инди,899.0,1
5-1541VJZ67,28.0,M,SCH,Краснодар,50000.0,0.0,Ролевые (RPG),2744.8,1
5-154E0U1A5,31.0,M,UGR,Волгоград,134000.0,2495.0,Инди,186.0,1
5-154ID6LXQ,28.0,M,GRD,Екатеринбург,68000.0,0.0,Стратегии,435.0,1
5-154LXIYVX,15.0,M,UGR,Санкт-Петербург,185481.0,0.0,Скидки,329.67,1
5-154UD9P6C,28.0,F,GRD,Москва,50000.0,290.0,Скидки,415.78999999999996,4
5-154ZTF37W,33.0,M,GRD,Пермь,32000.0,0.0,Экшн,639.6,1
5-1552AK2E0,39.0,M,SCH,Екатеринбург,284107.0,0.0,Ролевые (RPG),299.85,1
5-155BV2MGV,32.0,M,UGR,Челябинск,108161.0,0.0,['Симуляторы' 'Скидки'],599.0,2
5-155CBZ4MS,23.0,F,SCH,Санкт-Петербург,62000.0,0.0,Скидки,759.6,1
5-155EDJRSB,21.0,M,GRD,Москва,160312.0,0.0,Скидки,360.0,1
5-155GJ2NPR,23.0,M,GRD,['Нижний Новгород' 'Ростов-на-Дону'],20960.0,0.0,['Бестселлеры' 'Экшн'],2249.0,2
5-155HEDPCW,19.0,M,SCH,Воронеж,21908.0,0.0,Экшн,53.2,1
5-155PFSFD3,24.0,M,UGR,Москва,86000.0,0.0,Скидки,680.0,1
5-155Q2VNWU,36.0,M,GRD,['Екатеринбург' 'Москва'],170000.0,0.0,['Скидки' 'Экшн'],211.385,2
5-155QS5NXL,24.0,M,GRD,Краснодар,137217.0,0.0,Стратегии,435.0,1
5-155R39AEA,42.0,F,GRD,Москва,38000.0,0.0,Экшн,399.6,1
5-155RKSJYM,36.0,M,UGR,Уфа,266000.0,1676.0,Экшн,550.0,1
5-155UCRZBZ,21.0,M,GRD,Москва,97480.0,0.0,Инди,67.35,1
5-155UUD7PF,26.0,M,GRD,Санкт-Петербург,170000.0,198.0,Ролевые (RPG),299.4,1
5-156739W20,20.0,M,UGR,Волгоград,66800.0,0.0,Экшн,25.98,1
5-1568SLGCJ,27.0,M,GRD,Уфа,255411.0,4264.0,Стратегии,11.88,1
5-156JMSECK,38.0,M,['GRD' 'SCH'],Санкт-Петербург,74000.0,1750.0,['Приключения' 'Скидки'],824.5,2
5-156SOI999,28.0,M,['GRD' 'SCH'],Новосибирск,197463.0,93.25,['Бестселлеры' 'Приключения' 'Скидки' 'Шутеры'],450.25,4
5-156WNS57Z,31.0,M,GRD,Москва,110000.0,1363.0,['Скидки' 'Стратегии'],424.175,2
5-156ZJO440,28.0,M,SCH,Новосибирск,38000.0,146.0,Инди,835.0,1
5-1572Z1KBQ,51.0,M,SCH,Москва,50000.0,643.0,Спорт,1499.25,1
5-157EQEYQ5,40.0,M,GRD,Москва,350000.0,391.8333333333333,['Симуляторы' 'Стратегии'],493.5833333333333,6
5-157F3M8GW,38.0,M,SCH,['Москва' 'Санкт-Петербург'],68000.0,0.0,Экшн,1129.3,2
5-157FVFU7N,23.0,M,SCH,Пермь,44000.0,4264.0,Стратегии,11.88,1
5-157KRS0KY,45.0,M,GRD,Москва,92000.0,0.0,VR,7.25,1
5-157SA64VT,26.0,M,SCH,Уфа,74000.0,330.5,Экшн,606.8083333333333,6
5-157SDWSDH,21.0,M,GRD,Москва,14000.0,2261.0,Экшн,565.12,1
5-157UNA1FJ,40.0,M,UGR,Санкт-Петербург,194000.0,3573.0,Скидки,29.9,1
5-1588WV2GC,20.0,M,GRD,Пермь,477332.0,0.0,Стратегии,356.85,1
5-158RD2JNV,39.0,M,['GRD' 'SCH' 'UGR'],Москва,249349.66666666666,1150.3333333333333,['Инди' 'Стратегии' 'Экшн'],105.67333333333333,3
5-158XP1IEH,22.0,M,UGR,Москва,110000.0,0.0,Приключения,7.25,1
5-1590TIW8Q,27.0,F,SCH,Санкт-Петербург,398000.0,0.0,Инди,42.25,1
5-1596GTNEO,27.0,M,SCH,Санкт-Петербург,86000.0,0.0,Экшн,759.6,1
5-15972NOYJ,25.0,M,SCH,Санкт-Петербург,38000.0,0.0,Шутеры,399.6,1
5-1597ZBCJT,29.0,F,GRD,Москва,191311.0,0.0,Скидки,1082.0,2
5-159EBDKD0,25.0,M,['SCH' 'UGR'],Москва,275842.0,201.0,['Бестселлеры' 'Инди'],1299.0,2
5-159ET1VKJ,44.0,F,SCH,['Москва' 'Уфа'],110000.0,67.5,['Инди' 'Симуляторы'],427.0,2
5-159KZN1IT,18.0,M,SCH,Санкт-Петербург,35600.0,1880.0,['Инди' 'Казуальные игры' 'Ролевые (RPG)'],229.23333333333335,3
5-159L0Z2OM,25.0,M,SCH,Красноярск,62000.0,770.25,Экшн,300.3375,4
5-159OVYIOY,23.0,F,GRD,Санкт-Петербург,44000.0,0.0,Скидки,259.0,1
5-15A4BDB8A,25.0,M,SCH,Краснодар,38000.0,520.0,Хоррор,149.75,1
5-15A4JQ7A0,31.0,M,UGR,Москва,98000.0,1817.0,Экшн,162.0,1
5-15A9PFHFC,39.0,M,GRD,['Нижний Новгород' 'Санкт-Петербург'],98000.0,390.5,Ролевые (RPG),2217.0,2
5-15AHZRQFU,33.0,M,GRD,Москва,134000.0,0.0,Ролевые (RPG),349.5,1
5-15ANT0GTV,31.0,M,SCH,Санкт-Петербург,74000.0,0.0,Экшн,280.0,1
5-15AQX2XSY,27.0,M,GRD,Санкт-Петербург,158000.0,46.0,Ролевые (RPG),3999.0,1
5-15AR9HS27,41.0,M,GRD,['Казань' 'Красноярск' 'Челябинск'],38000.0,1469.3333333333333,Стратегии,199.33333333333334,3
5-15AUFZJVR,38.0,M,GRD,Краснодар,230000.0,0.0,Инди,435.0,1
5-15AUTNIUR,29.0,M,SCH,Москва,167461.0,0.0,Стратегии,515.0,1
5-15B5LKQP5,20.0,M,UGR,Санкт-Петербург,32000.0,0.0,Экшн,329.67,1
5-15B657TSM,41.0,M,SCH,Екатеринбург,38000.0,0.0,Симуляторы,102.0,1
5-15B75L55T,22.0,M,SCH,['Москва' 'Санкт-Петербург'],86000.0,442.85714285714283,Симуляторы,72.86999999999999,7
5-15BOO5T48,28.0,M,GRD,Санкт-Петербург,590000.0,373.0,Экшн,1628.0,1
5-15BQAROLH,23.0,M,GRD,Москва,44000.0,0.0,Инди,41.85,1
5-15BQRAZ2R,27.0,M,SCH,Новосибирск,26000.0,0.0,Симуляторы,259.0,1
5-15BY6L8I1,24.0,M,UGR,Краснодар,134000.0,0.0,Симуляторы,970.0,1
5-15BYGDSXW,24.0,M,GRD,Москва,63200.0,2699.5,['Симуляторы' 'Экшн'],151.25,2
5-15C44KQD7,33.0,M,GRD,Санкт-Петербург,251979.0,77.0,Экшн,769.3,1
5-15C5F4DK7,22.0,M,UGR,Москва,86000.0,0.0,['Приключения' 'Файтинги' 'Экшн'],539.6333333333333,3
5-15C615FGW,24.0,M,SCH,Омск,36800.0,0.0,Бестселлеры,2999.0,1
5-15C64QFLW,28.0,M,GRD,Челябинск,26000.0,457.0,Инди,64.5,1
5-15CH2SQ6U,23.0,M,SCH,Москва,62594.0,0.0,Экшн,29.0,1
5-15CIN9Y8H,30.0,M,GRD,Санкт-Петербург,146000.0,0.0,['Симуляторы' 'Стратегии'],277.5,2
5-15CJ8B4AU,27.0,F,SCH,Москва,86000.0,307.0,Стратегии,399.0,1
5-15CKLL5KA,39.0,M,PGR,Санкт-Петербург,290000.0,373.0,Приключения,814.0,1
5-15CMS8UT6,26.0,M,GRD,Санкт-Петербург,107364.0,524.0,Симуляторы,288.0,1
5-15CN75AT7,25.0,M,GRD,Москва,48800.0,0.0,Инди,29.9,1
5-15COJHH6W,18.0,M,['GRD' 'UGR'],Москва,267441.0,0.0,['Инди' 'Симуляторы'],37.375,2
5-15CZBEOFN,23.0,M,GRD,['Ростов-на-Дону' 'Санкт-Петербург' 'Челябинск'],32000.0,955.0,['Другое' 'Хоррор' 'Экшн'],920.2066666666668,3
5-15D0L23EI,27.0,M,GRD,Москва,32000.0,790.4,['Инди' 'Приключения' 'Симуляторы' 'Хоррор' 'Экшн'],203.918,5
5-15D0L23NM,27.0,M,GRD,Москва,86000.0,0.0,Приключения,329.0,1
5-15D2E0QKH,30.0,M,PGR,Челябинск,50000.0,0.0,Скидки,329.67,1
5-15D2XPWCQ,40.0,M,GRD,Москва,92000.0,4184.0,Скидки,9.9,1
5-15DHZWS4X,32.0,M,SCH,Москва,50000.0,0.0,Экшн,15.0,1
5-15DK42OL7,29.0,M,GRD,Москва,122000.0,0.0,Шутеры,435.0,1
5-15DMFA257,42.0,M,GRD,Краснодар,134000.0,0.0,Для детей,435.0,1
5-15DOWIQFT,18.0,M,GRD,Москва,41600.0,26.0,Симуляторы,174.75,1
5-15DS2CJPJ,33.0,M,GRD,Санкт-Петербург,470000.0,108.75,Приключения,892.8375,4
5-15DSOLW17,30.0,M,GRD,Москва,62000.0,77.0,Стратегии,1099.0,1
5-15DUNVI4C,30.0,M,SCH,Москва,98000.0,0.0,['Шутеры' 'Экшн'],194.785,2
5-15DWP5DPE,28.0,M,SCH,Санкт-Петербург,98000.0,2874.5,['Приключения' 'Стратегии'],375.5,2
5-15DZDZN0J,36.0,M,GRD,Санкт-Петербург,68000.0,0.0,Шутеры,399.6,1
5-15DZEOHTZ,25.0,M,GRD,Москва,362174.0,2481.0,Приключения,300.0,1
5-15DZFVRC6,25.0,F,SCH,Челябинск,26000.0,0.0,Шутеры,1070.5,1
5-15E72ZNTI,27.0,M,GRD,['Екатеринбург' 'Москва' 'Санкт-Петербург'],56000.0,68.0,Скидки,920.2166666666667,3
5-15EK3A34V,31.0,M,SCH,Санкт-Петербург,56000.0,1098.0,Экшн,206.0375,4
5-15ER3C0KU,30.0,F,GRD,Москва,104000.0,1566.6666666666667,['Инди' 'Ролевые (RPG)' 'Симуляторы'],610.9666666666667,3
5-15ERJBLA7,34.0,M,GRD,Санкт-Петербург,110000.0,53.285714285714285,['Anime' 'Приключения'],303.40142857142854,7
5-15ERNWILK,24.0,M,GRD,Москва,134000.0,0.0,Экшн,6997.57,3
5-15ESY565X,35.0,M,GRD,Москва,206000.0,0.0,Инди,29.0,1
5-15ET1NF2W,14.0,M,GRD,Краснодар,79965.0,0.0,Гонки,12.99,1
5-15EUYOWLK,26.0,M,GRD,Москва,94400.0,0.0,Симуляторы,538.3299999999999,2
5-15EXF10UE,47.0,M,GRD,['Москва' 'Санкт-Петербург'],110000.0,201.16666666666666,Симуляторы,572.6583333333333,6
5-15F0JC9EO,14.0,M,SCH,Санкт-Петербург,55821.0,198.0,Инди,249.5,1
5-15F0SDHCG,33.0,M,GRD,Санкт-Петербург,98000.0,1128.0,Приключения,329.67,1
5-15F3Q0FPO,28.0,M,UGR,['Екатеринбург' 'Санкт-Петербург'],38000.0,3232.5,['Инди' 'Приключения'],124.6,2
5-15F50I3AO,32.0,M,SCH,Санкт-Петербург,188000.0,46.0,Экшн,4478.88,1
5-15FF1VUXM,36.0,M,SCH,Санкт-Петербург,77600.0,0.0,Скидки,435.0,1
5-15FFCHE49,25.0,M,GRD,Пермь,44000.0,2861.0,Хоррор,399.5,1
5-15FG39EJP,36.0,M,UGR,Москва,290000.0,0.0,Казуальные игры,43.5,1
5-15FPHTV7G,41.0,M,PGR,Москва,170000.0,373.0,Приключения,814.0,1
5-15FZI7UG2,29.0,M,GRD,Красноярск,62000.0,0.0,Бестселлеры,329.0,1
5-15G0AKKVU,22.0,M,SCH,Челябинск,2000.0,0.0,Шутеры,642.56,1
5-15G5893RE,19.0,M,GRD,Челябинск,50000.0,65.0,Ролевые (RPG),1699.0,1
5-15G66RNG2,26.0,M,UGR,Москва,102033.0,0.0,['Скидки' 'Экшн'],1340.5,4
5-15G67SF27,27.0,M,GRD,Москва,110000.0,1656.0,Шутеры,360.0,1
5-15GJZ1Y8A,22.0,M,GRD,Москва,9200.0,50.90909090909091,Скидки,429.0181818181818,11
5-15GOCM7B5,21.0,M,UGR,Москва,172962.33333333334,124.33333333333333,['Xbox подписка' 'Другое' 'Экшн'],1230.75,3
5-15H2G26XY,26.0,M,GRD,Нижний Новгород,62000.0,46.0,Экшн,3999.0,1
5-15H4C4NB0,23.0,M,SCH,Москва,38000.0,0.0,Бестселлеры,329.0,1
5-15H5UVN97,29.0,M,SCH,Нижний Новгород,42200.0,0.0,Экшн,3999.0,1
5-15H6JVH8A,40.0,M,SCH,Москва,56000.0,0.0,Скидки,699.5,1
5-15H9669OV,25.0,F,UGR,Москва,26000.0,290.7142857142857,['Приключения' 'Скидки'],66.92714285714285,7
5-15HB5ZICD,42.0,M,GRD,Москва,506000.0,1128.0,Приключения,549.0,1
5-15HDQGJT4,26.0,M,UGR,Казань,162479.0,198.0,Ролевые (RPG),249.5,1
5-15HHT8HWE,14.0,M,SCH,Москва,160748.5,980.25,['Бестселлеры' 'Скидки' 'Хоррор' 'Шутеры'],479.9975,4
5-15HJF2E4F,22.0,M,GRD,Москва,32074.0,0.0,Приключения,167.25,1
5-15HKAQQFI,24.0,M,UGR,Пермь,26000.0,524.0,Симуляторы,288.0,1
5-15HOXF6L0,23.0,F,GRD,Москва,158903.5,315.25,['Инди' 'Скидки' 'Хоррор' 'Экшн'],227.6325,4
5-15HS3H0IZ,30.0,F,SCH,Санкт-Петербург,98000.0,363.4,Стратегии,235.05,5
5-15HSCB70Z,29.0,M,SCH,Ростов-на-Дону,62000.0,0.0,Ролевые (RPG),1160.1,1
5-15HTCWGMV,29.0,F,SCH,Москва,26000.0,176.0,Ролевые (RPG),974.35,1
5-15HWH57HF,25.0,M,SCH,Москва,20000.0,0.0,Ролевые (RPG),133.0,1
5-15HX29J13,25.0,M,['SCH' 'UGR'],Москва,160986.5,0.0,['Симуляторы' 'Стратегии'],284.0,2
5-15I0A4N40,20.0,M,SCH,Москва,38000.0,0.0,Экшн,13.0,1
5-15I2WNEOH,24.0,M,UGR,Москва,304040.0,46.0,Ролевые (RPG),4478.88,1
5-15IDCR8Q6,19.0,M,GRD,Санкт-Петербург,44000.0,201.0,['Инди' 'Приключения'],1234.05,2
5-15IJ94PJE,32.0,M,SCH,Челябинск,74000.0,1819.0,Экшн,999.5,1
5-15ILEGUO4,22.0,M,SCH,Воронеж,62000.0,0.0,Инди,79.9,1
5-15IOWQRNU,24.0,M,GRD,Ростов-на-Дону,121848.0,0.0,Казуальные игры,29.0,1
5-15IV7HAJ6,27.0,M,UGR,Екатеринбург,50000.0,0.0,Ролевые (RPG),1289.0,1
5-15J1N9401,30.0,F,UGR,Москва,68000.0,251.0,Симуляторы,515.0,1
5-15J1XFZ72,24.0,M,SCH,Уфа,38000.0,2444.0,Гонки,5.8,1
5-15J3T7W6X,34.0,M,SCH,Екатеринбург,32000.0,5.6923076923076925,Стратегии,318.09615384615387,13
5-15J5FRGI4,25.0,M,GRD,Санкт-Петербург,191903.0,0.0,Симуляторы,550.0,1
5-15J5VNG2Z,26.0,M,GRD,Новосибирск,32000.0,620.0,Симуляторы,658.4,5
5-15J6TWBSV,18.0,M,SCH,Волгоград,4400.0,0.0,Экшн,174.0,1
5-15JJPUMD0,23.0,M,SCH,Санкт-Петербург,71606.0,65.0,Стратегии,1699.0,1
5-15JL7ZPZD,31.0,M,GRD,Москва,122000.0,77.0,Инди,1099.0,1
5-15JMG89EM,24.0,F,SCH,Екатеринбург,143243.0,0.0,Казуальные игры,133.0,1
5-15JNJ31KF,41.0,M,UGR,Москва,62000.0,802.0,Новинки,1999.0,1
5-15JPOHIBI,25.0,F,SCH,Краснодар,14000.0,0.0,Приключения,42.25,1
5-15JS4IJC9,33.0,M,GRD,Нижний Новгород,28400.0,186.33333333333334,Стратегии,332.73333333333335,3
5-15JTBO12E,25.0,M,SCH,['Екатеринбург' 'Ростов-на-Дону' 'Уфа'],206000.0,2278.3333333333335,['Приключения' 'Симуляторы' 'Скидки'],161.88333333333333,3
5-15JXXON6W,31.0,M,GRD,Санкт-Петербург,26000.0,0.0,Бестселлеры,599.0,1
5-15K1YJRHZ,24.0,M,UGR,Казань,110000.0,0.0,Скидки,74.7,1
5-15KCHEK26,25.0,M,UGR,Москва,44000.0,425.3333333333333,['Ролевые (RPG)' 'Стратегии'],344.55833333333334,6
5-15KE7YXD6,31.0,M,GRD,Красноярск,17563.0,0.0,Экшн,385.0,1
5-15KH1W3PB,27.0,M,SCH,Екатеринбург,170000.0,65.0,['Приключения' 'Стратегии'],1819.7,2
5-15KIYLWOE,33.0,M,GRD,Москва,171697.5,0.0,['Бестселлеры' 'Хоррор'],192.4,2
5-15KMXKSRZ,29.0,M,GRD,Санкт-Петербург,158000.0,174.66666666666666,Симуляторы,491.6666666666667,3
5-15KVBUQ2D,30.0,M,GRD,Москва,86000.0,0.0,Бестселлеры,399.6,1
5-15KXH4W4A,17.0,M,GRD,Москва,365503.0,0.0,Казуальные игры,24.9,1
5-15L70KDGZ,31.0,M,GRD,Челябинск,50000.0,457.0,['Ролевые (RPG)' 'Скидки' 'Стратегии' 'Экшн'],1128.0,4
5-15LAUTM3E,27.0,M,GRD,Нижний Новгород,73040.0,4701.0,Казуальные игры,2.32,1
5-15LKND3KG,37.0,F,GRD,Москва,170000.0,3328.0,Инди,360.0,1
5-15LNBP46F,36.0,M,GRD,Красноярск,209855.66666666666,941.3333333333334,Приключения,533.3333333333334,3
5-15M3MHBDW,23.0,M,UGR,Санкт-Петербург,50000.0,0.0,Экшн,1299.0,1
5-15M5N2T2A,36.0,M,SCH,Москва,110000.0,992.75,['Гонки' 'Симуляторы'],451.75,4
5-15M8U8ZE5,33.0,M,SCH,Москва,278000.0,0.0,Экшн,555.0,1
5-15MHPKB4C,26.0,M,SCH,Санкт-Петербург,68000.0,0.0,Стратегии,19.5,1
5-15MI0L6B6,54.0,M,GRD,Санкт-Петербург,290000.0,0.0,Симуляторы,129.9,1
5-15MKJBFTP,41.0,M,UGR,Москва,40400.0,0.0,VR,29.0,1
5-15MLS9U92,28.0,M,SCH,Москва,231319.33333333334,84.33333333333333,['Инди' 'Приключения' 'Экшн'],435.9466666666667,3
5-15MNAMDY4,28.0,M,SCH,['Омск' 'Санкт-Петербург'],26000.0,3629.5,['Ролевые (RPG)' 'Стратегии'],417.875,2
5-15MO0NDL3,28.0,M,GRD,Новосибирск,134000.0,0.0,Экшн,2799.3,1
5-15MPEGYX6,22.0,M,UGR,Москва,143236.0,0.0,Скидки,9.9,1
5-15NCG9N78,17.0,M,UGR,Москва,43230.0,0.0,Скидки,1199.0,1
5-15NP2DQSS,26.0,M,UGR,Москва,314000.0,0.0,Экшн,25.9,1
5-15NQZ7OAX,27.0,M,GRD,Москва,62000.0,66.0,['VR' 'Аркады' 'Приключения'],435.6666666666667,3
5-15NSA4M9I,31.0,M,GRD,Москва,145083.75,0.0,Симуляторы,27.400000000000002,8
5-15NUKOUZZ,19.0,F,SCH,Москва,17600.0,0.0,Симуляторы,74.46,1
5-15NUUNHTW,22.0,M,['PGR' 'SCH' 'UGR'],['Казань' 'Москва' 'Челябинск'],111827.66666666667,1464.0,['Инди' 'Казуальные игры' 'Экшн'],109.91666666666667,3
5-15NVSUJ91,30.0,M,UGR,Санкт-Петербург,42560.0,803.0,Экшн,349.57,1
5-15O5M09U5,26.0,M,UGR,Новосибирск,34400.0,198.0,Инди,499.0,1
5-15O7DJ63F,27.0,M,GRD,Москва,170000.0,0.0,Ролевые (RPG),386.75,2
5-15O7ZUL4K,27.0,F,UGR,Москва,74000.0,240.76923076923077,Ролевые (RPG),207.0176923076923,13
5-15O878691,24.0,F,UGR,Санкт-Петербург,32000.0,180.5,Инди,207.6875,4
5-15O9MM984,21.0,M,PGR,Москва,14000.0,74.0,Стратегии,174.75,1
5-15OB2QW2S,27.0,M,GRD,Челябинск,110000.0,0.0,Скидки,749.65,1
5-15OBUU24S,22.0,M,GRD,Москва,44000.0,0.0,Скидки,329.67,1
5-15OCVX7J6,42.0,M,SCH,Москва,8083.0,0.0,Приключения,142.5,1
5-15OIQQJIQ,32.0,M,GRD,Москва,128000.0,0.0,['Инди' 'Симуляторы'],46.4,2
5-15OIYA58N,24.0,M,GRD,Уфа,24800.0,0.0,Ролевые (RPG),699.0,1
5-15ONKT50M,30.0,M,SCH,Санкт-Петербург,56000.0,0.0,Стратегии,39.09,1
5-15OP3UYKU,31.0,M,GRD,Новосибирск,62000.0,164.0,Ролевые (RPG),515.0,1
5-15OPNPSH0,18.0,M,UGR,Санкт-Петербург,146077.0,10.0,Скидки,825.0,1
5-15OXKBZLO,43.0,F,GRD,Санкт-Петербург,122000.0,373.0,Экшн,814.0,1
5-15P4WYWPM,23.0,M,SCH,Санкт-Петербург,32000.0,0.0,Приключения,5790.0,1
5-15PIYM2O2,24.0,F,GRD,Москва,32000.0,0.0,['Скидки' 'Шутеры' 'Экшн'],290.16333333333336,3
5-15PJWTJFN,26.0,M,GRD,Ростов-на-Дону,432012.0,3081.0,Ролевые (RPG),194.7,1
5-15PL93DWO,22.0,M,UGR,Екатеринбург,62000.0,0.0,Файтинги,6994.45,1
5-15PN4NMVS,27.0,F,GRD,Санкт-Петербург,110000.0,0.0,Экшн,5.8,1
5-15PUSNBDW,24.0,M,SCH,Санкт-Петербург,110000.0,4184.0,Стратегии,9.9,1
5-15PVR65BQ,40.0,M,GRD,Екатеринбург,68000.0,0.0,Ролевые (RPG),539.4,1
5-15PZCM94S,26.0,M,GRD,Санкт-Петербург,194000.0,251.0,Инди,515.0,1
5-15PZWRFPU,31.0,M,GRD,Москва,194000.0,0.0,Бестселлеры,329.0,1
5-15Q0XXPZT,23.0,M,SCH,Волгоград,32000.0,2233.0,Инди,82.0,1
5-15Q3FCVKL,45.0,M,GRD,Санкт-Петербург,86000.0,909.5,Экшн,3649.0,2
5-15Q846ZND,20.0,M,SCH,Уфа,73848.0,2233.0,Симуляторы,65.6,1
5-15QAKLI3Z,25.0,M,SCH,Москва,159056.0,0.0,Скидки,629.3,1
5-15QCBDKOZ,21.0,M,SCH,['Москва' 'Нижний Новгород'],50000.0,0.0,['Симуляторы' 'Стратегии'],435.0,2
5-15QLMY9HT,27.0,M,GRD,Москва,20000.0,798.0,Новинки,2599.0,1
5-15QPNLCEU,29.0,M,GRD,Москва,350000.0,802.0,Экшн,1999.0,1
5-15QUZ7I1L,27.0,M,GRD,['Москва' 'Санкт-Петербург'],80000.0,656.75,Шутеры,411.1875,4
5-15QXFGPMJ,33.0,M,GRD,Москва,242000.0,26.0,Стратегии,325.0,1
5-15R0VXEK6,26.0,M,SCH,Пермь,38000.0,4701.0,Инди,2.32,1
5-15RBAF7JE,30.0,M,SCH,Москва,122000.0,413.0,Экшн,345.05,1
5-15RBWKY6V,25.0,M,GRD,Санкт-Петербург,83600.0,0.0,['Новинки' 'Стратегии'],236.75,2
5-15RHRODGE,26.0,M,GRD,Москва,44000.0,0.0,Инди,42.25,1
5-15RMSFWHU,38.0,F,SCH,Омск,92681.0,0.0,Скидки,99.0,1
