good_name,category_name,good_price,count,steam_popularity_score,age,gender_cd,monthly_income_amt,education_level,city_nm
Cities: Skylines - Content Creator Pack: Map Pack - DLC,Стратегии,137.6982456140351,57,0.0,30.350877192982455,M,97101.91228070176,GRD,Москва
Cities: Skylines - Content Creator Pack: Map Pack 2 - DLC,Симуляторы,154.0,32,0.0,29.625,M,118583.5,GRD,Москва
Cities: Skylines - Content Creator Pack: Mid-Century Modern - DLC,Симуляторы,168.14814814814815,27,0.0,33.51851851851852,M,109068.25925925926,GRD,Москва
Cities: Skylines - Content Creator Pack: Modern City Center - DLC,Стратегии,113.37037037037037,27,0.0,32.51851851851852,M,137468.8148148148,GRD,Москва
Cities: Skylines - Content Creator Pack: Modern Japan - DLC,Стратегии,97.04166666666667,12,0.0,27.75,M,155412.08333333334,GRD,Москва
Cities: Skylines - Content Creator Pack: Seaside Resorts - DLC,['Симуляторы' 'Стратегии'],165.3846153846154,26,0.0,30.115384615384617,M,86467.11538461539,GRD,Москва
Cities: Skylines - Content Creator Pack: Shopping Malls - DLC,Стратегии,240.0,13,0.0,28.615384615384617,M,98368.84615384616,['GRD' 'UGR'],['Москва' 'Санкт-Петербург']
Cities: Skylines - Content Creator Pack: Skyscrapers - DLC,Стратегии,178.84444444444443,45,0.0,29.022222222222222,M,116205.3111111111,GRD,Москва
Cities: Skylines - Content Creator Pack: Sports Venues - DLC,Стратегии,240.0,5,0.0,26.6,M,131150.2,['GRD' 'SCH'],Москва
Cities: Skylines - Content Creator Pack: Train Stations - DLC,Стратегии,117.509,50,0.0,29.42,M,111094.14,GRD,Москва
Cities: Skylines - Content Creator Pack: University City - DLC,['Симуляторы' 'Стратегии'],103.15,10,0.0,32.0,M,176897.9,GRD,Санкт-Петербург
Cities: Skylines - Content Creator Pack: Vehicles of the World - DLC,Симуляторы,142.8109090909091,33,0.0,30.060606060606062,M,116541.27272727272,GRD,Москва
Cities: Skylines - Country Road Radio - DLC,Стратегии,102.0,1,0.0,39.0,M,20000.0,GRD,Москва
Cities: Skylines - Deep Focus Radio - DLC,Стратегии,108.0,2,0.0,29.0,M,63940.5,['GRD' 'UGR'],['Москва' 'Санкт-Петербург']
Cities: Skylines - Deluxe Edition,Стратегии,411.9559523809524,42,0.0,25.166666666666668,M,122223.23809523809,GRD,Москва
Cities: Skylines - Deluxe Upgrade Pack - DLC,Стратегии,115.21875,8,0.0,27.375,M,84109.625,SCH,Москва
Cities: Skylines - Downtown Bundle - DLC,Симуляторы,150.04736842105262,19,0.0,31.157894736842106,M,115533.63157894737,GRD,['Москва' 'Санкт-Петербург']
Cities: Skylines - Downtown Radio - DLC,['Симуляторы' 'Стратегии'],51.0,2,0.0,20.5,['F' 'M'],53000.0,SCH,['Екатеринбург' 'Самара']
Cities: Skylines - European Suburbia Content Creator Pack - DLC,Стратегии,116.15625,16,0.0,28.875,M,135124.375,['GRD' 'SCH'],Москва
Cities: Skylines - Financial Districts - DLC,Симуляторы,251.41592920353983,113,0.0,29.964601769911503,M,127177.72566371682,GRD,Москва
Cities: Skylines - Financial Districts Bundle - DLC,['Симуляторы' 'Стратегии'],392.0,20,0.0,28.85,M,122509.3,GRD,Москва
Cities: Skylines - Green Cities - DLC,Стратегии,204.30358974358975,78,0.0,29.166666666666668,M,105489.21794871795,GRD,Москва
Cities: Skylines - Hotels & Retreats - DLC,Симуляторы,320.0,14,0.0,27.142857142857142,M,101475.21428571429,GRD,Москва
Cities: Skylines - Industries - DLC,Симуляторы,277.5820895522388,67,0.0,27.83582089552239,M,109718.71641791044,GRD,Москва
Cities: Skylines - Industries Plus - DLC,Стратегии,362.458125,32,0.0,29.53125,M,169782.65625,GRD,Москва
Cities: Skylines - K-pop Station - DLC,Стратегии,114.6,5,0.0,28.4,M,57795.4,['GRD' 'SCH'],Санкт-Петербург
Cities: Skylines - Mass Transit - DLC,Симуляторы,243.28813559322035,59,0.0,28.11864406779661,M,121481.13559322034,GRD,Москва
Cities: Skylines - Natural Disasters - DLC,Симуляторы,269.2121212121212,33,0.0,27.848484848484848,M,131369.75757575757,GRD,Москва
Cities: Skylines - On Air Radio - DLC,Стратегии,109.875,8,0.0,32.375,M,126962.0,GRD,Москва
Cities: Skylines - Paradise Radio - DLC,Симуляторы,102.0,6,0.0,31.5,M,80156.33333333333,GRD,Санкт-Петербург
Cities: Skylines - Parklife - DLC,Стратегии,282.20392156862744,51,0.0,28.431372549019606,M,110079.49019607843,GRD,Москва
Cities: Skylines - Parklife Plus - DLC,Симуляторы,315.9171428571429,21,0.0,28.38095238095238,M,142698.7142857143,['GRD' 'UGR'],Москва
Cities: Skylines - Plazas & Promenades - DLC,Симуляторы,397.7857142857143,140,0.0,30.37857142857143,M,107233.88571428572,GRD,Москва
Cities: Skylines - Pop-Punk Radio - DLC,Стратегии,165.0,1,0.0,30.0,M,105535.0,GRD,Москва
Cities: Skylines - Rail Hawk Radio - DLC,['Симуляторы' 'Стратегии'],88.23,4,0.0,24.75,M,135839.25,['SCH' 'UGR'],['Москва' 'Ростов-на-Дону' 'Самара' 'Санкт-Петербург']
Cities: Skylines - Relaxation Station - DLC,Симуляторы,49.5,1,0.0,16.0,M,246973.0,GRD,Красноярск
Cities: Skylines - Rock City Radio - DLC,Стратегии,74.25,4,0.0,33.0,M,93500.0,GRD,['Екатеринбург' 'Москва' 'Пермь' 'Санкт-Петербург']
Cities: Skylines - Shoreline Radio - DLC,Симуляторы,102.0,5,0.0,31.2,M,43295.4,GRD,"['Красноярск' 'Москва' 'Нижний Новгород' 'Ростов-на-Дону'
 'Санкт-Петербург']"
Cities: Skylines - Snowfall - DLC,Симуляторы,252.31,56,0.0,28.660714285714285,M,122834.58928571429,GRD,Москва
Cities: Skylines - Sunny Breeze Radio - DLC,Стратегии,90.78000000000002,3,0.0,24.666666666666668,M,54000.0,['GRD' 'SCH' 'UGR'],Москва
Cities: Skylines - Sunset Harbor - DLC,Стратегии,253.19298245614036,57,0.0,28.210526315789473,M,112756.59649122808,GRD,Москва
Cities: Skylines - Synthetic Dawn Radio - DLC,['Симуляторы' 'Стратегии'],51.0,4,0.0,24.0,M,150416.75,SCH,Москва
Cities: Skylines - World Tour Bundle 2 - DLC,Симуляторы,880.0,5,0.0,28.2,M,125709.8,['SCH' 'UGR'],Москва
Cities: Skylines - All That Jazz - DLC,Симуляторы,55.00666666666666,3,0.0,31.0,M,105615.0,GRD,['Екатеринбург' 'Москва' 'Санкт-Петербург']
Citizen Sleeper,Приключения,431.2173913043478,23,735.0,29.217391304347824,M,138213.47826086957,['GRD' 'SCH'],Москва
Citrouille,Инди,51.8,1,0.0,39.0,M,26000.0,GRD,Новосибирск
City of Gangsters,Симуляторы,602.1035714285715,28,2793.0,28.107142857142858,M,133036.0,GRD,Москва
City of Gangsters - Deluxe Edition,Стратегии,572.5633333333334,15,0.0,31.6,M,95143.33333333333,['GRD' 'SCH'],Москва
City of Gangsters: Atlantic City - DLC,Стратегии,143.93076923076922,13,0.0,29.076923076923077,M,96560.69230769231,GRD,Москва
City of Gangsters: Criminal Record - DLC,Стратегии,143.0,7,0.0,29.571428571428573,M,107279.85714285714,GRD,['Москва' 'Санкт-Петербург']
City of Gangsters: Shadow Government - DLC,['Симуляторы' 'Стратегии'],327.1875,4,0.0,24.75,M,73964.25,GRD,['Москва' 'Санкт-Петербург']
City of Gangsters: The English Outfit - DLC,Стратегии,72.41666666666667,3,0.0,25.666666666666668,M,74400.0,GRD,['Краснодар' 'Самара' 'Санкт-Петербург']
City of Gangsters: The Irish Outfit - DLC,['Симуляторы' 'Стратегии'],79.0,2,0.0,28.0,M,263955.0,GRD,['Москва' 'Самара']
City of Gangsters: The Italian Outfit - DLC,Симуляторы,59.25,2,0.0,27.0,M,77691.0,['SCH' 'UGR'],['Новосибирск' 'Санкт-Петербург']
Clanfolk,Симуляторы,699.0,2,1419.0,24.5,M,87200.0,['GRD' 'SCH'],['Москва' 'Санкт-Петербург']
Classic Fun Collection 5 in 1,Казуальные игры,25.8,8,0.0,25.75,M,77745.375,SCH,Москва
Claws of Furry,Экшн,25.9,9,0.0,28.444444444444443,M,74852.66666666667,GRD,['Москва' 'Новосибирск']
Clive 'N' Wrench,Приключения,515.0,3,0.0,33.333333333333336,M,232031.66666666666,['GRD' 'SCH' 'UGR'],Москва
Clocker,Инди,115.6,5,0.0,34.2,M,124598.2,GRD,['Москва' 'Санкт-Петербург']
Clouds & Sheep 2,Симуляторы,42.96095238095238,21,0.0,25.61904761904762,M,112708.47619047618,SCH,['Москва' 'Санкт-Петербург']
Clustertruck,Инди,93.19886363636364,44,2777.0,18.522727272727273,M,115266.36363636363,SCH,Москва
Cobra Kai 2: Dojos Rising,Файтинги,527.0,3,0.0,29.0,M,64000.0,['GRD' 'SCH' 'UGR'],Санкт-Петербург
Cobra Kai: The Karate Kid Saga Continues,['Инди' 'Файтинги' 'Экшн'],108.75,3,0.0,31.666666666666668,M,107760.66666666667,['GRD' 'SCH' 'UGR'],['Красноярск' 'Москва' 'Санкт-Петербург']
Cocoon,Новинки,950.0,16,0.0,31.0,M,139980.5625,GRD,Москва
Code Vein,Скидки,476.3978571428571,14,0.0,27.428571428571427,M,124844.85714285714,SCH,Москва
Code Vein: Deluxe Edition,Ролевые (RPG),871.8,47,0.0,27.25531914893617,M,82939.85106382979,GRD,Москва
Code Vein: Hunter's Pass (Season Pass),Экшн,699.5,1,0.0,30.0,M,158000.0,UGR,Москва
Codename Panzers Bundle,Стратегии,286.3966666666667,6,0.0,28.833333333333332,M,147045.0,['GRD' 'SCH'],Санкт-Петербург
Codename Panzers Cold War,Стратегии,111.035,2,0.0,24.5,M,120478.0,['GRD' 'UGR'],['Екатеринбург' 'Москва']
Codename Panzers Phase Two,Стратегии,104.75,1,0.0,31.0,M,230000.0,GRD,Москва
Cold Fear,Экшн,97.53333333333335,3,0.0,31.333333333333332,M,159166.66666666666,GRD,Москва
Cold War,Экшн,45.964285714285715,7,0.0,26.714285714285715,M,131237.7142857143,GRD,['Москва' 'Санкт-Петербург']
Colonial Conquest,Стратегии,82.25,2,0.0,26.5,M,47600.0,['GRD' 'UGR'],['Краснодар' 'Санкт-Петербург']
Colored Effects,['Инди' 'Приключения'],196.66666666666666,6,0.0,24.666666666666668,M,105770.66666666667,GRD,Москва
Colossus Down,Инди,199.5,1,0.0,25.0,M,302259.0,SCH,Санкт-Петербург
Colt Canyon,Шутеры,144.0,15,0.0,26.466666666666665,M,79788.06666666667,GRD,Москва
Colt Express,Стратегии,189.28,2,0.0,31.5,M,77000.0,['GRD' 'UGR'],['Москва' 'Омск']
Comanche 4,Экшн,155.625,2,0.0,28.0,M,50000.0,GRD,['Омск' 'Санкт-Петербург']
Combat Mission Black Sea,['Симуляторы' 'Стратегии'],969.2666666666668,12,0.0,34.333333333333336,M,114222.08333333333,GRD,['Москва' 'Санкт-Петербург']
Combat Mission Black Sea - Battle Pack 1 - DLC,['Симуляторы' 'Стратегии'],246.05,4,0.0,35.75,M,62000.0,SCH,Санкт-Петербург
Combat Mission: Red Thunder - Battle Pack 1 - DLC,Стратегии,327.25,3,0.0,38.666666666666664,F,103392.66666666667,GRD,Пермь
Commander: Conquest of the Americas. Gold Edition,Стратегии,19.9,40,0.0,27.15,M,105758.425,['SCH' 'UGR'],Москва
Commando Unit - 4th Generation Warfare - DLC,Инди,117.66,5,0.0,43.2,M,185407.2,GRD,Санкт-Петербург
Commandos 2 & 3 - HD Remaster Double Pack,Стратегии,1585.7333333333333,6,0.0,34.166666666666664,M,380120.0,GRD,Москва
Commandos 2 & Praetorians: HD Remaster Double Pack,Скидки,379.525,4,0.0,31.0,M,98000.0,GRD,Санкт-Петербург
Commandos 2 HD Remaster,Стратегии,551.08,6,0.0,36.166666666666664,M,304681.0,['GRD' 'SCH' 'UGR'],['Нижний Новгород' 'Санкт-Петербург']
Commandos 2: Men of Courage,Скидки,96.75,2,0.0,28.5,M,131000.0,GRD,['Екатеринбург' 'Санкт-Петербург']
Commandos 3 - HD Remaster,Стратегии,1025.7333333333333,3,0.0,35.666666666666664,M,300000.0,GRD,Москва
Commandos 3: Destination Berlin,Скидки,86.0,3,0.0,32.333333333333336,M,168000.0,SCH,Екатеринбург
Commandos Pack,['Стратегии' 'Экшн'],349.0,2,0.0,41.0,M,74000.0,['GRD' 'SCH'],['Екатеринбург' 'Москва']
Commandos: Behind Enemy Lines,Стратегии,96.75,2,0.0,31.5,M,77000.0,['GRD' 'SCH'],['Самара' 'Санкт-Петербург']
Commandos: Beyond the Call of Duty,Экшн,96.75,2,0.0,31.5,M,77000.0,['GRD' 'SCH'],['Москва' 'Санкт-Петербург']
Company of Crime,Инди,387.0,4,0.0,38.0,M,177848.5,GRD,Москва
Compass of the Destiny: Istanbul,Экшн,560.0,2,0.0,21.5,F,69299.5,['GRD' 'SCH'],['Екатеринбург' 'Москва']
Conan Chop Chop,Инди,445.0,3,0.0,24.333333333333332,M,117020.0,GRD,['Екатеринбург' 'Красноярск' 'Санкт-Петербург']
Conan Exiles - Complete Edition,Экшн,2808.8280000000004,5,0.0,26.6,F,109342.2,SCH,Москва
Conan Exiles - Isle of Siptah Edition,Онлайн (MMO),1268.7681818181818,11,0.0,26.0,M,110000.0,GRD,Москва
Conan Exiles: Blood and Sand Pack - DLC,Приключения,171.75,1,0.0,28.0,M,38068.0,UGR,Санкт-Петербург
Conan Exiles: Debaucheries of Derketo Pack - DLC,Симуляторы,251.25,8,0.0,25.875,M,101000.0,GRD,Москва
Conan Exiles: Isle of Siptah - DLC,Стратегии,763.3333333333334,12,0.0,27.083333333333332,M,120980.75,GRD,Москва
Conan Exiles: Jewel of the West Pack - DLC,['Приключения' 'Стратегии'],346.625,2,0.0,26.0,M,110000.0,GRD,['Москва' 'Новосибирск']
Conan Exiles: People of the Dragon Pack - DLC,Симуляторы,171.75,1,0.0,25.0,M,243808.0,SCH,Казань
Conan Exiles: Riders of Hyboria Pack - DLC,Экшн,464.25,1,0.0,35.0,M,80000.0,GRD,Санкт-Петербург
Conan Exiles: The Imperial East Pack - DLC,['Приключения' 'Стратегии' 'Экшн'],307.4166666666667,3,0.0,26.0,M,110000.0,['GRD' 'PGR' 'SCH'],Москва
Conan Exiles: The Savage Frontier Pack - DLC,Экшн,619.0,1,0.0,28.0,M,220134.0,SCH,Москва
Conan Exiles: Treasures of Turan Pack - DLC,['Приключения' 'Симуляторы'],464.25,2,0.0,35.5,M,105632.5,SCH,['Краснодар' 'Ростов-на-Дону']
Conan Unconquered,['Скидки' 'Стратегии'],266.4,4,4089.0,24.75,M,54293.0,UGR,Москва
Contra Anniversary Collection,Экшн,123.13652173913043,138,0.0,32.60144927536232,M,102018.95652173914,GRD,Москва
Contra: Rogue Corps,Экшн,72.5,18,0.0,33.333333333333336,M,151317.38888888888,GRD,Москва
Control - Ultimate Edition,Экшн,479.7,2,0.0,36.0,F,98000.0,GRD,['Москва' 'Челябинск']
Conway: Disappearance at Dahlia View,Скидки,375.95,4,0.0,31.75,['F' 'M'],86000.0,GRD,Санкт-Петербург
Core Keeper,Инди,324.84588709677416,248,253.0,28.205645161290324,M,169583.125,GRD,Москва
Coromon,['Приключения' 'Скидки'],550.25,4,2656.0,24.5,M,193105.25,SCH,Санкт-Петербург
Costume Quest,Приключения,249.0,2,0.0,32.5,['F' 'M'],134000.0,['SCH' 'UGR'],['Казань' 'Санкт-Петербург']
CountryBalls Heroes,Стратегии,298.8,10,0.0,29.1,M,85352.1,GRD,Москва
Cozy Grove,Казуальные игры,286.4432432432432,37,1552.0,26.89189189189189,F,92818.32432432432,GRD,Москва
Crash Drive 2,Инди,45.411764705882355,17,4361.0,27.705882352941178,M,110261.23529411765,SCH,Москва
Crash Drive 3,Казуальные игры,346.125,8,0.0,29.625,M,137107.875,SCH,['Москва' 'Санкт-Петербург']
Crash Time III,Гонки,37.25,3,0.0,28.666666666666668,M,86935.33333333333,GRD,Москва
Crashday Redline Edition,Экшн,95.00431034482759,116,0.0,29.060344827586206,M,100107.7672413793,SCH,Москва
Crayola Scoot,Для детей,487.2,1,0.0,27.0,M,2000.0,SCH,Москва
Crazy Machines 3,Симуляторы,26.951267605633802,71,3451.0,28.732394366197184,M,113214.15492957746,SCH,Москва
Crazy Pixel Streaker,Казуальные игры,33.8,1,0.0,16.0,F,169626.0,SCH,Нижний Новгород
Crazy Soccer: Football Stars,Спорт,62.25,3,0.0,31.0,M,62000.0,GRD,Москва
Crazy Soccer: Football Stars - Original Soundtrack - DLC,Спорт,34.5,1,0.0,28.0,M,20000.0,SCH,Москва
Crime O'Clock,Инди,710.0,1,0.0,30.0,F,232400.0,GRD,Москва
Criminal Expert,['Казуальные игры' 'Симуляторы'],269.5,14,0.0,26.5,['F' 'M'],80833.07142857143,SCH,Москва
Cris Tales,Экшн,312.65625,8,0.0,28.875,M,71959.5,UGR,Москва
Crookz - The Big Heist,Приключения,159.6,2,0.0,33.0,M,104000.0,GRD,['Екатеринбург' 'Санкт-Петербург']
Crouching Pony Hidden Dragon,Экшн,37.8,9,0.0,34.77777777777778,M,39866.666666666664,['GRD' 'SCH'],['Москва' 'Новосибирск']
Crowntakers,Стратегии,62.25,4,0.0,29.5,M,65000.0,GRD,Москва
Crusader Kings Complete,Симуляторы,109.45,5,0.0,30.8,M,118236.2,GRD,Москва
Crusader Kings II Dynasty Starter Pack - DLC,Стратегии,619.0,1,0.0,34.0,M,35600.0,GRD,Уфа
Crusader Kings II: Byzantine Unit Pack - DLC,Стратегии,40.833333333333336,3,0.0,26.0,M,187852.33333333334,SCH,Москва
Crusader Kings II: Charlemagne - DLC,Стратегии,349.0,1,0.0,21.0,M,27200.0,SCH,Санкт-Петербург
Crusader Kings II: Horse Lords Content Pack - DLC,Стратегии,149.0,1,0.0,26.0,M,179370.0,UGR,Екатеринбург
Crusader Kings II: Jade Dragon - DLC,Стратегии,261.75,2,0.0,29.0,M,217809.0,['SCH' 'UGR'],['Екатеринбург' 'Москва']
Crusader Kings II: Monks & Mystics - DLC,Стратегии,349.0,2,0.0,23.5,M,63805.0,['GRD' 'UGR'],['Екатеринбург' 'Санкт-Петербург']
Crusader Kings II: The Reaper's Due Content Pack - DLC,Стратегии,129.0,1,0.0,26.0,M,112824.0,GRD,Екатеринбург
Crusader Kings III,Стратегии,953.49,200,58.0,27.575,M,111212.835,GRD,Москва
Crusader Kings III: Expansion Pass - DLC,Стратегии,619.0,32,0.0,29.0,M,76717.4375,GRD,Москва
Crusader Kings III: Fate of Iberia - DLC,Стратегии,175.0,41,0.0,28.24390243902439,M,140801.70731707316,GRD,Москва
Crusader Kings III: Friends & Foes - DLC,Стратегии,145.35922330097088,412,0.0,29.565533980582526,M,120919.97330097087,GRD,Москва
Crusader Kings III: Northern Lords - DLC,Ролевые (RPG),167.57575757575756,33,0.0,29.21212121212121,M,103442.51515151515,GRD,Москва
Crusader Kings III: Royal Court - DLC,Ролевые (RPG),567.6061538461539,65,0.0,28.784615384615385,M,127079.23076923077,GRD,Москва
Crusader Kings III: Royal Edition,Симуляторы,1400.6714285714286,245,0.0,27.930612244897958,M,107706.42857142857,GRD,Москва
Crusader Kings III: Tours & Tournaments - DLC,Ролевые (RPG),1100.0,103,0.0,28.941747572815533,M,142220.74757281554,GRD,Москва
Crusaders: Thy Kingdom Come,Стратегии,49.75,1,0.0,24.0,M,41600.0,PGR,Челябинск
CryoFall,['Симуляторы' 'Стратегии'],181.98529411764707,17,1058.0,28.058823529411764,M,136897.29411764705,GRD,Москва
Curious Expedition 2 - Robots of Lux - DLC,Приключения,138.6,1,0.0,49.0,F,71600.0,GRD,Нижний Новгород
Curse of the Sea Rats,Ролевые (RPG),662.6666666666666,3,0.0,37.333333333333336,M,69118.66666666667,['GRD' 'SCH' 'UGR'],Москва
Cyber Hook,Инди,86.4,5,0.0,18.6,M,191157.8,['GRD' 'UGR'],['Казань' 'Москва']
Cyber Hook - Lost Numbers - DLC,Экшн,154.0,2,0.0,28.0,M,166544.5,GRD,Москва
Cyberdimension Neptunia: 4 Goddesses Online,['Anime' 'Приключения'],244.625,4,3864.0,25.25,M,77000.0,SCH,Москва
Cyberline Racing,Гонки,14.844314381270902,299,2444.0,24.331103678929765,M,94013.76254180602,GRD,Москва
DARK,Экшн,123.8695652173913,23,0.0,23.608695652173914,M,100880.43478260869,GRD,Санкт-Петербург
DARK - Cult of the Dead - DLC,Скидки,50.4,11,0.0,27.272727272727273,M,94979.36363636363,GRD,Москва
DARK SOULS III - Ashes of Ariandel - DLC,Экшн,599.0,3,0.0,29.0,M,58000.0,GRD,['Москва' 'Новосибирск' 'Самара']
DARK SOULS III – The Ringed City - DLC,Экшн,599.0,4,0.0,30.5,M,56000.0,GRD,Москва
DARK SOULS™ II: Scholar of The First Sin,Экшн,1010.8357664233577,137,0.0,25.26277372262774,M,116790.20437956204,GRD,Москва
DARK SOULS™ III,['Ролевые (RPG)' 'Экшн'],1585.7451923076924,104,167.0,23.548076923076923,M,115190.625,GRD,Москва
DARK SOULS™ III: Ashes of Ariandel - DLC,Экшн,459.23333333333335,15,0.0,22.933333333333334,M,78447.26666666666,GRD,Москва
DARK SOULS™ III: Deluxe Edition,Ролевые (RPG),2154.8125,128,0.0,25.3359375,M,105708.9921875,GRD,Москва
DARK SOULS™ III: Season Pass - DLC,Ролевые (RPG),836.3720930232558,43,0.0,24.6046511627907,M,97684.09302325582,GRD,Москва
DARK SOULS™ III: The Ringed City - DLC,Ролевые (RPG),449.25,14,0.0,23.857142857142858,M,112749.5,SCH,['Москва' 'Санкт-Петербург']
DCL - The Game,Гонки,647.7890625,32,0.0,35.90625,M,136306.15625,GRD,Москва
DESOLATE,Экшн,247.5,11,0.0,21.636363636363637,M,87767.45454545454,['GRD' 'SCH'],Москва
DIG IT! - A Digger Simulator,Симуляторы,389.0,1,0.0,35.0,M,146000.0,GRD,Челябинск
DJMAX RESPECT V,Скидки,296.0,6,355.0,19.5,M,156182.33333333334,['SCH' 'UGR'],Санкт-Петербург
DJMAX RESPECT V - Deemo Pack - DLC,Экшн,91.2,1,0.0,18.0,M,14000.0,UGR,Воронеж
DJMAX RESPECT V - ESTIMATE PACK - DLC,Спорт,61.4,1,0.0,21.0,M,20000.0,GRD,Казань
DJMAX RESPECT V - EZ2ON PACK - DLC,Скидки,650.0,1,0.0,15.0,M,75619.0,GRD,Москва
DJMAX RESPECT V - GIRLS' FRONTLINE PACK - DLC,Спорт,29.6,1,0.0,27.0,M,2009.0,GRD,Москва
DJMAX RESPECT V - Lisrim Gear Pack - DLC,Спорт,61.4,1,0.0,21.0,M,74000.0,SCH,Челябинск
DJMAX RESPECT V - Muse Dash PACK - DLC,['Гонки' 'Казуальные игры'],130.0,2,0.0,22.0,['F' 'M'],34748.5,['GRD' 'UGR'],['Воронеж' 'Санкт-Петербург']
DJMAX RESPECT V - Portable 3 Original Soundtrack (REMASTERED) - DLC,Спорт,61.4,1,0.0,21.0,M,34770.0,SCH,Москва
DJMAX RESPECT V - Portable 3 PACK - DLC,Гонки,122.8,1,0.0,17.0,M,48764.0,UGR,Москва
DJMAX RESPECT V - UNLOCK SONG PACK - DLC,Экшн,61.4,1,0.0,16.0,M,80310.0,GRD,Москва
DJMAX RESPECT V - V EXTENSION II Original Soundtrack - DLC,Гонки,61.4,1,0.0,18.0,M,35192.0,SCH,Москва
DJMAX RESPECT V - V EXTENSION III PACK - DLC,Скидки,221.93,1,0.0,18.0,M,14000.0,SCH,Воронеж
DJMAX RESPECT V - V EXTENSION IV Original Soundtrack - DLC,['Казуальные игры' 'Экшн'],385.0,2,0.0,47.0,M,50000.0,SCH,['Новосибирск' 'Омск']
DJMAX RESPECT V - V EXTENSION IV PACK - DLC,Казуальные игры,880.0,1,0.0,15.0,M,286402.0,SCH,Москва
DJMAX RESPECT V - Welcome to the Space GEAR PACK - DLC,Гонки,61.4,1,0.0,15.0,M,27347.0,GRD,Москва
DOTORI,Инди,57.8,1,0.0,39.0,M,26000.0,SCH,Новосибирск
DRAGON BALL FIGHTERZ - FighterZ Pass 2 - DLC,['Anime' 'Файтинги'],549.45,4,0.0,30.0,['F' 'M'],149682.25,GRD,Санкт-Петербург
DRAGON BALL FIGHTERZ - FighterZ Pass 3 - DLC,['Anime' 'Файтинги'],559.4399999999999,5,0.0,28.2,M,102365.4,SCH,Москва
DRAGON BALL XENOVERSE 2,Приключения,194.8375,4,405.0,18.0,M,256079.5,['GRD' 'SCH'],Новосибирск
DRAGON BALL XENOVERSE 2 - HERO OF JUSTICE Pack Set - DLC,Приключения,999.0,1,0.0,18.0,M,389291.0,GRD,Новосибирск
DRAGON BALL Z: KAKAROT,Экшн,552.8333333333334,6,453.0,24.0,M,72612.16666666667,UGR,['Москва' 'Санкт-Петербург']
DRAGON BALL Z: KAKAROT - Deluxe Edition,Экшн,778.4233333333333,3,0.0,24.666666666666668,M,68000.0,UGR,Москва
DRAGON BALL Z: KAKAROT - Legendary Edition,Файтинги,2591.46,5,0.0,32.8,M,61928.4,['GRD' 'UGR'],['Москва' 'Санкт-Петербург']
DRAGON BALL Z: KAKAROT - Ultimate Edition,Файтинги,3799.0,1,0.0,21.0,M,50000.0,UGR,Воронеж
DRAGON BALL: THE BREAKERS,Anime,707.5,3,516.0,20.0,M,141811.66666666666,UGR,Москва
DRAGON QUEST XI: Echoes of an Elusive Age,Ролевые (RPG),1544.909090909091,11,0.0,29.90909090909091,M,94489.72727272728,GRD,Санкт-Петербург
DUNGEONS,Стратегии,118.275,4,0.0,28.0,M,44150.0,GRD,Москва
Dandara: Trials of Fear Edition,Экшн,360.0,1,0.0,30.0,F,406251.0,PGR,Ростов-на-Дону
Dark Deity,Стратегии,264.0,3,3170.0,35.0,M,78000.0,GRD,['Москва' 'Санкт-Петербург' 'Уфа']
Dark Fall 2: Lights Out,Хоррор,38.25,11,0.0,23.0,M,146146.63636363635,UGR,Москва
Dark Fall: The Journal,['Скидки' 'Хоррор'],44.946000000000005,15,0.0,24.466666666666665,M,78820.2,GRD,Москва
Dark Future: Blood Red States,Инди,69.75,2,0.0,36.5,M,26000.0,UGR,['Красноярск' 'Санкт-Петербург']
Dark Light,['Аркады' 'Экшн'],506.0,2,0.0,34.5,['F' 'M'],266000.0,['GRD' 'UGR'],['Москва' 'Санкт-Петербург']
Dark Rose Valkyrie,Ролевые (RPG),108.75,1,0.0,42.0,M,71225.0,SCH,Воронеж
Dark Souls II: Scholar of the First Sin,Ролевые (RPG),1227.776,35,0.0,27.6,M,118902.14285714286,UGR,Москва
Dark Souls III,Экшн,2046.976,25,0.0,28.36,M,127599.72,GRD,Москва
Dark Souls III - Deluxe Edition,Экшн,3213.856,5,0.0,35.0,M,153624.2,GRD,Москва
Dark Souls III - Season Pass - DLC,Ролевые (RPG),1010.988,10,0.0,30.7,M,126353.9,GRD,Москва
Dark Souls Remastered,Приключения,1098.6186046511627,215,0.0,24.3953488372093,M,96691.19069767442,GRD,Москва
Dark Souls: Remastered,Экшн,1216.0705084745764,59,0.0,27.728813559322035,M,118868.89830508475,GRD,Москва
Dark Void,Экшн,223.44,1,0.0,23.0,M,80000.0,UGR,Москва
Darkestville Castle,Инди,67.35,17,0.0,22.0,M,67399.88235294117,['GRD' 'SCH'],['Москва' 'Санкт-Петербург']
Darksburg,['Инди' 'Экшн'],304.505,4,4020.0,21.75,M,54129.25,SCH,['Москва' 'Санкт-Петербург']
Darksiders Blades & Whip Franchise Pack,Экшн,708.5645161290323,31,0.0,26.161290322580644,M,93686.45161290323,SCH,Москва
Darksiders Genesis,Экшн,335.9827659574468,94,2627.0,27.46808510638298,M,108665.71276595745,GRD,Москва
Darksiders II: Deathinitive Edition,Экшн,260.09302325581393,43,0.0,25.46511627906977,M,102811.23255813954,GRD,Москва
